"","field_name","form_name","section_header","field_type","field_label","select_choices_or_calculations","field_note","text_validation_type_or_show_slider_number","text_validation_min","text_validation_max","identifier","branching_logic","required_field","custom_alignment","question_number","matrix_group_name","matrix_ranking","field_annotation"
"347","duration_contact_d1_hh_26","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_26]=""1""","y",NA,NA,NA,NA,NA
"348","frequency_contact_d1_hh_26","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_26]=""1""","y",NA,NA,NA,NA,NA
"349","known_contact_d1_hh_26","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_26]=""1""","y",NA,NA,NA,NA,NA
"350","contact_id_d1_hh_27","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][27]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 27","y",NA,NA,NA,NA,NA
"351","touch_contact_d1_hh_27","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_27]=""1""","y",NA,NA,NA,NA,NA
"352","where_contact_d1_hh_27","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_27]=""1""","y",NA,NA,NA,NA,NA
"353","location_contact_d1_hh_27","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_27]=""1""","y",NA,NA,NA,NA,NA
"354","location_contact_other_d1_27","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_27(12)]=""1""","y",NA,NA,NA,NA,NA
"355","contact_mask_d1_hh_27","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_27]=""1""","y",NA,NA,NA,NA,NA
"356","duration_contact_d1_hh_27","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_27]=""1""","y",NA,NA,NA,NA,NA
"357","frequency_contact_d1_hh_27","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_27]=""1""","y",NA,NA,NA,NA,NA
"358","known_contact_d1_hh_27","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_27]=""1""","y",NA,NA,NA,NA,NA
"359","contact_id_d1_hh_28","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][28]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 28","y",NA,NA,NA,NA,NA
"360","touch_contact_d1_hh_28","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_28]=""1""","y",NA,NA,NA,NA,NA
"361","where_contact_d1_hh_28","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_28]=""1""","y",NA,NA,NA,NA,NA
"362","location_contact_d1_hh_28","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_28]=""1""","y",NA,NA,NA,NA,NA
"363","location_contact_other_d1_28","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_28(12)]=""1""","y",NA,NA,NA,NA,NA
"364","contact_mask_d1_hh_28","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_28]=""1""","y",NA,NA,NA,NA,NA
"365","duration_contact_d1_hh_28","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_28]=""1""","y",NA,NA,NA,NA,NA
"366","frequency_contact_d1_hh_28","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_28]=""1""","y",NA,NA,NA,NA,NA
"367","known_contact_d1_hh_28","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_28]=""1""","y",NA,NA,NA,NA,NA
"368","contact_id_d1_hh_29","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][29]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 29","y",NA,NA,NA,NA,NA
"369","touch_contact_d1_hh_29","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_29]=""1""","y",NA,NA,NA,NA,NA
"370","where_contact_d1_hh_29","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_29]=""1""","y",NA,NA,NA,NA,NA
"371","location_contact_d1_hh_29","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_29]=""1""","y",NA,NA,NA,NA,NA
"372","location_contact_other_d1_29","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_29(12)]=""1""","y",NA,NA,NA,NA,NA
"373","contact_mask_d1_hh_29","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_29]=""1""","y",NA,NA,NA,NA,NA
"374","duration_contact_d1_hh_29","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_29]=""1""","y",NA,NA,NA,NA,NA
"375","frequency_contact_d1_hh_29","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_29]=""1""","y",NA,NA,NA,NA,NA
"376","known_contact_d1_hh_29","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_29]=""1""","y",NA,NA,NA,NA,NA
"377","contact_id_d1_hh_30","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Você teve contacto com [household_survey_arm_1][hh_member_name][30]?","0, Não | 1, Sim | 2, Não aplicável",NA,NA,NA,NA,NA,"[household_survey_arm_1][hh_occupants] >= 30","y",NA,NA,NA,NA,NA
"378","touch_contact_d1_hh_30","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_30]=""1""","y",NA,NA,NA,NA,NA
"379","where_contact_d1_hh_30","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de casa?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_30]=""1""","y",NA,NA,NA,NA,NA
"380","location_contact_d1_hh_30","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis.","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/Machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,"[contact_id_d1_hh_30]=""1""","y",NA,NA,NA,NA,NA
"381","location_contact_other_d1_30","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1_hh_30(12)]=""1""","y",NA,NA,NA,NA,NA
"382","contact_mask_d1_hh_30","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","O indivíduo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,"[contact_id_d1_hh_30]=""1""","y",NA,NA,NA,NA,NA
"383","duration_contact_d1_hh_30","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,"[contact_id_d1_hh_30]=""1""","y",NA,NA,NA,NA,NA
"384","frequency_contact_d1_hh_30","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,"[contact_id_d1_hh_30]=""1""","y",NA,NA,NA,NA,NA
"385","known_contact_d1_hh_30","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,"[contact_id_d1_hh_30]=""1""","y",NA,NA,NA,NA,NA
"386","contact_d1_hh_sum","dirio_de_contato_dos_membros_da_familia_dia_1",NA,"calc","Número total de contatos feitos com membros da família no dia 1","(if([contact_id_d1_hh_1] =""1"", 1, 0)) + (if([contact_id_d1_hh_2] =""1"", 1, 0)) +(if([contact_id_d1_hh_3] =""1"", 1, 0)) + (if([contact_id_d1_hh_4] =""1"", 1, 0)) + (if([contact_id_d1_hh_5] =""1"", 1, 0)) + (if([contact_id_d1_hh_6] =""1"", 1, 0)) + (if([contact_id_d1_hh_7] =""1"", 1, 0)) + (if([contact_id_d1_hh_8] =""1"", 1, 0)) + (if([contact_id_d1_hh_9] =""1"", 1, 0)) + (if([contact_id_d1_hh_10] =""1"", 1, 0)) + (if([contact_id_d1_hh_11] =""1"", 1, 0)) + (if([contact_id_d1_hh_12] =""1"", 1, 0)) + (if([contact_id_d1_hh_13] =""1"", 1, 0)) + (if([contact_id_d1_hh_14] =""1"", 1, 0)) + (if([contact_id_d1_hh_15] =""1"", 1, 0)) + (if([contact_id_d1_hh_16] =""1"", 1, 0)) + (if([contact_id_d1_hh_17] =""1"", 1, 0)) + (if([contact_id_d1_hh_18] =""1"", 1, 0)) +
(if([contact_id_d1_hh_19] =""1"", 1, 0)) + (if([contact_id_d1_hh_20] =""1"", 1, 0)) + (if([contact_id_d1_hh_21] =""1"", 1, 0)) +
(if([contact_id_d1_hh_21] =""1"", 1, 0)) + (if([contact_id_d1_hh_23] =""1"", 1, 0)) + (if([contact_id_d1_hh_24] =""1"", 1, 0)) +
(if([contact_id_d1_hh_25] =""1"", 1, 0)) + (if([contact_id_d1_hh_26] =""1"", 1, 0)) + (if([contact_id_d1_hh_27] =""1"", 1, 0)) +
(if([contact_id_d1_hh_28] =""1"", 1, 0)) + (if([contact_id_d1_hh_29] =""1"", 1, 0)) + (if([contact_id_d1_hh_30] =""1"", 1, 0))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","day1_contact_descriptive","dirio_de_contato_dia_1",NA,"descriptive","A seguir colherá dados de todos os contactos do dia do diário. Esta secção deverá ser respondida pelo participante depois de 2 dias de permanência com o diário. Deve adicionar uma instância para cada contacto e responda as perguntas para cada instância. Por exemplo, se o participante teve 10 contactos no dia, deve adicionar 10 instâncias. 

Para objectivo 2, deve iniciar com os membros listados do agregado no questionário de inclusão e usar os nomes/ID para cada participante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","contact_id_d1","dirio_de_contato_dia_1","Contactos do dia 1 (Repita para cada pessoa que entrou em contacto)","text","Nome da pessoa de contato",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"389","contact_hhmember_d1","dirio_de_contato_dia_1",NA,"radio","O contacto é membro do agregado familiar?","0, Não | 1, Sim",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"390","contact_hhmember_id_d1","dirio_de_contato_dia_1",NA,"text","Se sim, qual é Perm-ID de membro do agregado familiar?",NA,NA,NA,NA,NA,NA,"[contact_hhmember_d1] = '1'",NA,NA,NA,NA,NA,NA
"391","contact_age_yn_d1","dirio_de_contato_dia_1",NA,"radio","Você conhece a idade do contacto?","0, Não | 1, Sim",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"392","age_contact_d1","dirio_de_contato_dia_1",NA,"text","Qual é a idade do contacto (insira se é conhecida a idade exacta)",NA,NA,"number","0","110",NA,"[contact_age_yn_d1]='1'","y",NA,NA,NA,NA,NA
"393","age_group_contact_d1","dirio_de_contato_dia_1",NA,"radio","Se não sabe a idade, qual é a estimativa da idade?","0, Menos de 6 meses | 1, De 6 à 11 meses | 2, 1 ano à 4 anos | 3, 5 à 9 anos | 4, 10 à 19 anos | 5, 20 à 29 anos | 6, 30 à 39 anos | 7, 40 à 49 anos | 8, 50 à 59 anos | 9, Mais de 60 anos | 10, Não sabe",NA,NA,NA,NA,NA,"[contact_age_yn_d1]='0'","y",NA,NA,NA,NA,NA
"394","sex_contact_d1","dirio_de_contato_dia_1",NA,"radio","Qual é o sexo do contacto?","0, Feminino | 1, Masculino | 2, Mulher Transsexual | 3, Homem Transsexual | 4, Outro",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"395","touch_contact_d1","dirio_de_contato_dia_1",NA,"radio","Tocou a pessoa que entrou em contacto?","0, Não | 1, Sim | 2, Não se lembra",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"396","where_contact_d1","dirio_de_contato_dia_1",NA,"radio","O contacto ocorreu dentro ou fora de edifício?","0, Dentro de edifício | 1, Fora de edifício (ao ar livre) | 2, Ambos",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"397","location_contact_d1","dirio_de_contato_dia_1",NA,"checkbox","Onde teve o contacto? Selecione todas as respostas possíveis","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"398","location_contact_other_d1","dirio_de_contato_dia_1",NA,"text","Especifique outro lugar",NA,NA,NA,NA,NA,NA,"[location_contact_d1(12)] = ""1""",NA,NA,NA,NA,NA,NA
"399","contact_mask_d1","dirio_de_contato_dia_1",NA,"radio","O individuo usava a máscara no momento em que teve o contacto?","0, Não, nenhuma máscara foi usada durante o encontro | 1, Sim, para todo o encontro | 2, Sim, durante algumas partes do encontro | 3, Não se lembra",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"400","duration_contact_d1","dirio_de_contato_dia_1",NA,"radio","Quanto tempo durou o contacto nesse dia?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"401","frequency_contact_d1","dirio_de_contato_dia_1",NA,"radio","Quantas vezes teve o contacto com esta pessoa nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"402","known_contact_d1","dirio_de_contato_dia_1",NA,"radio","A quanto tempo conhece esta pessoa?","0, Nunca conheceu antes | 1, Menos que 1 ano | 2, 1 à 2 anos | 3, 3 à 5 anos | 4, 6 à 10 anos | 5, Mais de 10 anos",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"403","day1_place_descriptive","dirio_de_locais_visitados_dia_1",NA,"descriptive","A seguir colherá dados de todos lugares visitados no dia 1 do diário. Esta secção deverá ser respondida pela participante depois de 2 dias de permanência com o diário. Deve adicionar uma instância para cada lugar visitado pelo participante. Por exemplo, se o participante visitou 10 lugares do dia 1, deve ter 10 instâncias.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","place_name_d1","dirio_de_locais_visitados_dia_1","Dia 1 Lugar-Frequência (Repita para cada lugar visitado)","text","Qual é o nome do lugar que você visitou?",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"405","place_visited_d1","dirio_de_locais_visitados_dia_1",NA,"radio","Que tipo de lugar é?","0, Minha casa | 1, Outra casa | 2, Escola | 3, Trabalho | 4, Transporte | 5, Mercado/Loja/Supermercado | 6, Na rua | 7, Poço/Fontanária | 8, No campo/machamba | 9, No parque infantil | 10, No lugar de culto | 11, Outro",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"406","place_visited_d1_other","dirio_de_locais_visitados_dia_1",NA,"text","Se outro, por favor especifique",NA,NA,"alpha_only",NA,NA,NA,"[place_visited_d1] = '12'","y",NA,NA,NA,NA,NA
"407","num_pax_place_d1","dirio_de_locais_visitados_dia_1",NA,"text","Quantas pessoas aproximadamente existiam neste lugar?",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"408","time_visited_d1","dirio_de_locais_visitados_dia_1",NA,"radio","Quanto tempo gastou neste lugar?","0, Menos de 5 minutos | 1, Entre 5 a 15 minutos | 2, Entre 16 a 30 minutos | 3, Entre 31 minutos a 1 hora | 4, Entre mais de 1 hora a 4 horas | 5, Acima de 4 horas",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"409","visited_frequency_d1","dirio_de_locais_visitados_dia_1",NA,"radio","Além desta visita, quantas vezes visitou esse lugar nos últimos 6 meses?","0, Nunca (0) | 1, Raramente | 2, Diariamente ou quase diariamente | 3, 1-3 vezes por semana | 4, Uma vez a cada 2 semanas | 5, Uma vez por mês | 6, Uma vez a cada 3 meses",NA,NA,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA
"410","day2_meta_descriptive","dirio_de_contato_dia_2_metadata",NA,"descriptive","O questionário a seguir colherá dados de todos os contactos do dia 2 do diário. Esta secção deverá ser respondida pelo participante depois de 2 dias de permanência com o diário.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","shadow_description_d2","dirio_de_contato_dia_2_metadata","Diário do contacto dia 2","descriptive","Sombra: Alguém que mantém registro em nome do participante. Para aqueles que não sabem ler e escrever, uma sombra é a pessoa que irá registrar os contatos dos participantes no diário de papel em nome do participante. Para crianças <10 anos, a sombra será alguém que passa o tempo ao longo do dia com a criança e é capaz de registrar com precisão os contatos da criança.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
